"id","site","job_url","job_url_direct","title","company","location","job_type","date_posted","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","company_industry","listing_type","emails","description","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"1009446195103","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009446195103","","Technical Intern 1, Artificial Intelligence (Remote)","Applied Research Associates, Inc","Panama City, FL","","2024-09-14","direct_data","yearly",42232.0,75376.0,"USD",False,"","","","organic","","ARA is seeking a talented Artificial Intelligence (AI) Intern to join their team. As an AI Intern, you will explore and implement AI solutions in solving complex problems. This is a part-time, fully remote position.


**Minimum Qualifications:**


* Pursuing a candidate that is currently seeking a BS or MS in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
* Proficiency in programming languages like Python, Java, C++ and have exceptional programming skills.
* Coursework, experience, or knowledge related to Large Language Models (LLM's).
* Experience data mining from LLMs.
* Proficient with Microsoft Office Suite.
* Previous experience preparing proposals is highly desired.

**Responsibilities:**


* Works closely with ARA managers to develop artificial intelligence tools with a goal of automating a particular process.
* Works with subject matter experts to understand their needs and capture workflows for AI solutions.
* Follows technical guidelines and best practices for source control, documentation, and responsible and ethical AI.
* Monitor and troubleshoot AI systems to ensure performance and reliability.
* Perform other related duties as needed.

**Company information:**


ARA is an employee-owned international research and engineering company recognized for providing superior solutions to complex and challenging problems in the physical sciences. The company, founded in Albuquerque, NM, in 1979, currently employs over 2,000 professionals. ARA offices throughout the United States and Canada provide a broad range of technical expertise in defense technologies, civil technologies, computer software and simulation, systems analysis, environmental technologies, and testing and measurement. The corporation also provides sophisticated technical products for environmental site characterization, pavement analysis, and robotics.


At ARA, employees are our greatest assets. The corporation realizes that employee ownership spawns greater creativity and initiative along with higher performance and customer satisfaction levels. ARA gives its employees the tools, training, and opportunities to take more active roles as owners. The culture is challenging; innovation and experimentation are the norm. Employees are eligible for contributions which not only add to the company’s success, but also their own through the Employee Stock Ownership Plan (ESOP). The motto, “Engineering and Science for Fun and Profit” sums up the ARA experience.


Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities


The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","https://www.glassdoor.com/Overview/W-EI_IE135302.htm","","","","","","https://media.glassdoor.com/sql/135302/applied-research-associates-squarelogo.png","","",""
"6f0db9cc03e34283","indeed","https://www.indeed.com/viewjob?jk=6f0db9cc03e34283","https://bit.ly/D4H_Internship","Data, Machine Learning and AI intern with communication and leadership training","Dance4Healing","Remote, US","internship","2024-09-14","","hourly","","","USD",True,"","","Health Care","","","The impact of the Pandemic is long-lasting. Dance4Healing supports the mental, physical, and neuro health of chronic disease patients and elders. Our telehealth live video platform aims to empower everyone to dance from anywhere, anytime, with anyone! We need your talent to support this noble mission. This is an internship 100% remote with an international cohort of students from all over the world. Inspired by my 6.5 years of extensive personal breakthrough, communication, and leadership training, this internship is designed to nurture young professionals through a comprehensive personal and professional development program.

Read more: **https://bit.ly/D4H\\_InternshipProgram**

We’re looking for **Data Science, Machine Learning, and AI interns** to join the engineering team and participate in the development process.

Please apply here, and share with friends who can benefit from this transformative program.

**http://bit.ly/D4H\\_Internship**

**========================**

**Company description**

**Dance4Healing: www.dance4healing.com**

An award-winning social venture, Dance4Healing is an NIH-funded, patented AI telehealth platform that pairs elders/chronic disease patients/caregivers with compatible buddies to build fun, lasting habits through recorded and live video classes (Imagine YouTube + Zoom + eHarmony for health buddies). Inspired by founder Amy Li’s Stage IV cancer recovery, our mission is to make healthy habits accessible, supportive, and fun, enriching the lives of people of all abilities, ages, races, and genders. Our vision is to be the global cultural hub leading the experience in bridging art and health.

Our work environment includes:

* 100% remote
* Regular team bonding exercise
* Flexible hours with communication
* Communication and leadership coaching

**Did you know:** Creative Arts Therapy (CAT) improves the Quality of Life by 50% and reduces pain by 59% for cancer patients? Dancing reduces the risk of dementia by 76% and Cardiovascular death by 46%? Despite these published medical studies, **Arts and Health intervention (A&H: Music, Dance, Arts)** is severely under-utilized in healthcare; Dance4Healing is teaming up with Stanford to change that. We started with the Stanford Cancer Supportive Care Program and won over 20 awards, including the **AARP CES annual pitch ""People's Choice Award""**. We were selected for the **National Institute of Health** (NIH) Applicant Assistance Program (AAP), a 10-week coaching program designed to assist small businesses applying for Phase I SBIR/STTR funding. Dance4Healing is now funded by the **National Institute on Minority Health and Health Disparities (NIMHD)and** has additional NIH and NSF grants (total ~$ 1 million) pending.

**StageIV.org:** A global network of leaders who champion creative arts therapy, integrative medicine, patient advocacy, and healthcare innovation. Inspired by Dance4Healing‘s founder Amy Li’s Stage IV cancer journey and her commitment to patient advocacy and healthcare transformation, Stage IV {Wicked Wisdom} Media Network is an educational arm of Dance4Healing including Stage IV Show (https://bit.ly/StageIVShow), Book (https://bit.ly/StageIV\\_Book), and Web Magazine (https://www.stageiv.org).

**Learn our mission at http://bit.ly/StageIV\\_Mission**

**APPLY HERE: http://bit.ly/D4H\\_Internship**

**====================================**

**Job description**

**Dance4Healing, a Harvard/ Stanford startup, is looking for Computer Science, Data, and AI students.**

We offer mentorship, coaching, communication, team management, and leadership training for the internship. This is an excellent opportunity to share your passion and skills, and the hours are flexible. Read more:

You will be working with a group of passionate experts with top academic performance and industry experience at Singularity University, Harvard, and Stanford, while helping build Stage IV {Wicked Wisdom} Media Network, an educational global media network featuring industry experts like Dr. George Church (Harvard geneticist), David Kelley (IDEO Founder), Peter Diamandis (Founder of X Prize Foundation, Singularity University, Zero Gravity, Human Longevity Inc.), etc. You will gain experience with your resume, serving underserved communities of chronic disease patients and the elderly.

**The Role:**

* **Healthcare Data Analysis:** Analyze healthcare datasets to uncover trends and create visualizations that support culturally sensitive AI development.
* **Culturally Sensitive AI:** Assist in building AI models that integrate cultural variables to enhance predictive accuracy and equity in healthcare.
* **Multi-level Tracking:** Implement systems to track patient outcomes, demographics, and cultural factors across various healthcare settings.
* **Data Preprocessing:** Clean and preprocess data, ensuring quality and consistency, especially with cultural and demographic information.
* **Health Equity Analysis:** Use statistical methods to identify disparities in healthcare, focusing on culturally informed interventions.
* **Collaborative Projects:** Work with healthcare providers, engineers, and equity experts to develop culturally sensitive data-driven solutions.
* **Reporting and Documentation:** Prepare and present reports that highlight culturally relevant insights for healthcare stakeholders.
* **Tool Proficiency:** Gain experience with data science tools and healthcare platforms, ensuring compliance with privacy regulations.
* **Ethics and Privacy:** Ensure all processes adhere to healthcare regulations, prioritizing patient privacy and ethical standards.
* **Continuous Learning:** Stay updated on healthcare AI trends, focusing on culturally competent care and health equity.

**Learn our mission at http://bit.ly/StageIV\\_Mission**

**APPLY HERE: http://bit.ly/D4H\\_Internship**

Share with your friends you think can benefit from this.

**Industry: Health Care**

Job Type: Internship

Pay: Up to $10.00 per hour

Expected hours: 10 – 40 per week

Benefits:

* Flexible schedule
* Professional development assistance

Experience:

* Machine learning: 1 year (Required)
* Python: 1 year (Required)

Work Location: Remote","https://www.indeed.com/cmp/Dance4healing","http://dance4healing.com/","","","","Dance4Healing is an AI telehealth platform that helps elders/chronic patients/caregivers buddy up to build fun, lasting habits with recorded and live video classes. (Imagine YouTube + Zoom + eHarmony)","","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/58230cb77eedcfbd5cbca585b22f12b5","",""
"4bde37c7a4b6682a","indeed","https://www.indeed.com/viewjob?jk=4bde37c7a4b6682a","https://ars2.equest.com/?response_id=1900e466faf0b6405739316efb995850","Technical Intern 1, Artificial Intelligence (Remote)","Applied Research Associates, Inc","Panama City, FL, US","parttime, internship","2024-09-13","direct_data","yearly",39272.0,49727.0,"USD",True,"","","Consulting And Business Services","","","ARA is seeking a talented Artificial Intelligence (AI) Intern to join their team. As an AI Intern, you will explore and implement AI solutions in solving complex problems. This is a part-time, fully remote position.


**Minimum Qualifications:**


* Pursuing a candidate that is currently seeking a BS or MS in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
* Proficiency in programming languages like Python, Java, C++ and have exceptional programming skills.
* Coursework, experience, or knowledge related to Large Language Models (LLM's).
* Experience data mining from LLMs.
* Proficient with Microsoft Office Suite.
* Previous experience preparing proposals is highly desired.

**Responsibilities:**


* Works closely with ARA managers to develop artificial intelligence tools with a goal of automating a particular process.
* Works with subject matter experts to understand their needs and capture workflows for AI solutions.
* Follows technical guidelines and best practices for source control, documentation, and responsible and ethical AI.
* Monitor and troubleshoot AI systems to ensure performance and reliability.
* Perform other related duties as needed.

**Company information:**


ARA is an employee-owned international research and engineering company recognized for providing superior solutions to complex and challenging problems in the physical sciences. The company, founded in Albuquerque, NM, in 1979, currently employs over 2,000 professionals. ARA offices throughout the United States and Canada provide a broad range of technical expertise in defense technologies, civil technologies, computer software and simulation, systems analysis, environmental technologies, and testing and measurement. The corporation also provides sophisticated technical products for environmental site characterization, pavement analysis, and robotics.


At ARA, employees are our greatest assets. The corporation realizes that employee ownership spawns greater creativity and initiative along with higher performance and customer satisfaction levels. ARA gives its employees the tools, training, and opportunities to take more active roles as owners. The culture is challenging; innovation and experimentation are the norm. Employees are eligible for contributions which not only add to the company’s success, but also their own through the Employee Stock Ownership Plan (ESOP). The motto, “Engineering and Science for Fun and Profit” sums up the ARA experience.


Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities


The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","https://www.indeed.com/cmp/Applied-Research-Associates,-Inc","https://www.ara.com/join-us","Albuquerque, NM","1,001 to 5,000","$100M to $500M (USD)","ARA is a research/engineering company recognized for providing technically excellent solutions to challenging problems in physical sciences.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c58df046968012d0be497acd3028bfc1","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/2f10f12d8e2b8e4ecec4be904347c394","",""
"4025211163","linkedin","https://www.linkedin.com/jobs/view/4025211163","","Machine Learning / Artificial Intelligence Intern/Co-Op (Grad| Spring 2025 | Hybrid)","RemoteWorker US","Santa Clara, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/remoteworkerus","","","","","","","","",""
"4025211183","linkedin","https://www.linkedin.com/jobs/view/4025211183","","Machine Learning / Artificial Intelligence Intern/Co-Op (Graduate | 2025 | Hybrid)","RemoteWorker US","Austin, TX","","","","","","","","","","","","","","","https://www.linkedin.com/company/remoteworkerus","","","","","","","","",""
"4025204996","linkedin","https://www.linkedin.com/jobs/view/4025204996","","Machine Learning / Artificial Intelligence Intern/Co-Op (Undergrad | Spring 2025 |Hybrid)","RemoteWorker US","Santa Clara, CA","","","","","","","","","","","","","","","https://www.linkedin.com/company/remoteworkerus","","","","","","","","",""
"4025212073","linkedin","https://www.linkedin.com/jobs/view/4025212073","","Machine Learning / Artificial Intelligence Intern/Co-Op (Undergrad | 2025 | Hybrid)","RemoteWorker US","Austin, TX","","","","","","","","","","","","","","","https://www.linkedin.com/company/remoteworkerus","","","","","","","","",""
"3954882259","linkedin","https://www.linkedin.com/jobs/view/3954882259","","Research Internship","Cohere","","","2024-09-15","","","","","","","","","","","","","https://ca.linkedin.com/company/cohere-ai","","","","","","","","",""
"3954877781","linkedin","https://www.linkedin.com/jobs/view/3954877781","","Research Internship","Cohere","San Francisco, CA","","2024-09-14","","","","","","","","","","","","","https://ca.linkedin.com/company/cohere-ai","","","","","","","","",""
"3990599474","linkedin","https://www.linkedin.com/jobs/view/3990599474","","AI/ML Power Systems Modeling Graduate Student Intern (GRA)","Los Alamos National Laboratory","Los Alamos, NM","","2024-09-14","","","","","","","","","","","","","https://www.linkedin.com/company/los-alamos-national-laboratory","","","","","","","","",""
